Description,Revenue,CumulativeRevenue,CumulativeShare
wooden happy birthday garland,6316.360000000001,6417631.3700000085,0.6228255879362933
suki  shoulder bag,6298.61,6423929.980000009,0.6234368626029514
love seat antique white metal,6210.0,6430139.980000009,0.6240395377455539
classic glass cookie jar,6191.6900000000005,6436331.670000009,0.6246404359184524
bundle of 3 alphabet exercise books,6142.289999999999,6442473.960000009,0.6252365398639685
blue spot ceramic drawer knob,6141.29,6448615.250000009,0.6258325467603474
pack of 60 dinosaur cake cases,6117.910000000001,6454733.160000009,0.6264262846478963
parisienne jewellery drawer,6102.18,6460835.340000009,0.6270184959525156
retrospot childrens apron,6093.05,6466928.390000009,0.6276098211985113
red spot ceramic drawer knob,6078.54,6473006.930000009,0.6281997382615249
white spot blue ceramic drawer knob,6071.75,6479078.680000009,0.6287889963608962
tea time tea towels,6045.0,6485123.680000009,0.6293756583958449
wall art stop for tea,6042.150000000001,6491165.830000009,0.6299620438407524
brocade ring purse,6036.39,6497202.220000009,0.6305478702826289
doormat airmail,6034.9,6503237.120000009,0.631133552121291
photo cube,6013.429999999999,6509250.550000009,0.6317171503149753
red retrospot small milk jug,6011.51,6515262.060000009,0.632300562174316
doormat topiary,6009.84,6521271.900000009,0.6328838119615974
set of 6 tea time baking cases,5988.05,6527259.950000009,0.6334649470481771
wall art bicycle safety,5983.9,6533243.850000009,0.6340456793808371
vintage christmas gift sack,5968.3,6539212.150000009,0.6346248977469553
set 3 wicker oval baskets w lids,5961.25,6545173.400000009,0.6352034319166555
recycled acapulco mat turquoise,5949.34,6551122.740000009,0.6357808102311305
3 stripey mice feltcraft,5925.389999999999,6557048.130000008,0.6363558642187674
set of 4 jam jar magnets,5907.360000000001,6562955.490000009,0.6369291684104589
pantry chopping board,5868.5,6568823.990000009,0.6374987012726749
queens guard coffee mug,5849.29,6574673.280000009,0.6380663698209637
botanical gardens wall clock,5843.92,6580517.200000009,0.6386335172153851
frying pan union flag,5837.84,6586355.040000008,0.6392000745510518
feltcraft princess olivia doll,5812.72,6592167.760000008,0.6397641940123895
photo frame 3 classic hanging,5807.349999999999,6597975.110000008,0.64032779231986
wooden owls light garland,5802.6,6603777.710000007,0.6408909296439284
polkadot pen,5793.62,6609571.3300000075,0.6414531954667438
doormat respectable house,5762.28,6615333.610000008,0.6420124197695966
sombrero,5716.85,6621050.460000007,0.6425672351301418
red retrospot plate,5704.78,6626755.240000008,0.6431208791076001
ceramic strawberry cake money bank,5695.7699999999995,6632451.010000007,0.6436736486723311
pack of 20 napkins pantry design,5681.9,6638132.910000008,0.644225072165528
paper bunting coloured lace,5661.05,6643793.960000007,0.6447744721842124
hot water bottle babushka,5625.38,6649419.340000007,0.6453204104601692
10 colour spaceboy pen,5585.45,6655004.7900000075,0.645862473564074
natural slate rectangle chalkboard,5575.33,6660580.120000008,0.6464035545307094
skull lunch box with cutlery,5568.07,6666148.190000008,0.646943930920608
antique glass dressing table pot,5564.25,6671712.440000008,0.6474839365828021
wall art big love,5559.11,6677271.550000008,0.6480234434124306
enamel measuring jug cream,5549.68,6682821.230000008,0.6485620350686943
treasure island book box,5528.04,6688349.270000008,0.6490985265816268
large ivory heart wall organiser,5525.4,6693874.670000008,0.649634761884837
pink 3 piece polkadot cutlery set,5520.02,6699394.690000008,0.6501704750636886
hanging metal heart lantern,5519.419999999999,6704914.110000008,0.6507061300130578
set of 5 lucky cat magnets,5517.99,6710432.100000008,0.6512416461821606
lunch bag paisley park,5513.83,6715945.930000008,0.6517767586268522
3 piece spaceboy cookie cutter set,5481.09,6721427.020000008,0.652308693682789
calendar paper cut design,5479.06,6726906.0800000075,0.6528404317289769
heart ivory trellis small,5468.66,6732374.740000008,0.6533711604641369
small zinc heart wall organiser,5416.18,6737790.920000007,0.6538967960605717
rustic  seventeen drawer sideboard,5415.0,6743205.920000007,0.6544223171390245
charlotte bag vintage alphabet,5407.58,6748613.500000007,0.6549471181128786
pack of 6 pannetone gift boxes,5405.98,6754019.480000008,0.6554717638081131
vintage cream cat food container,5403.28,6759422.760000008,0.6559961474706768
dog bowl chasing ball design,5389.0199999999995,6764811.780000008,0.6565191472125427
vintage doily deluxe sewing kit,5377.81,6770189.590000007,0.6570410590335795
party metal sign,5345.88,6775535.470000007,0.6575598720756625
travel card wallet keep calm,5314.9,6780850.370000008,0.658075678535472
welcome  wooden block letters,5276.94,6786127.310000008,0.6585878010100299
heart ivory trellis large,5274.119999999999,6791401.430000008,0.6590996498060206
box of vintage jigsaw blocks,5248.21,6796649.640000008,0.659608984058864
bread bin diner style pink,5225.4,6801875.040000008,0.6601161046208857
small ivory heart wall organiser,5219.1,6807094.140000008,0.6606226137733424
pink drawer knob acrylic edwardian,5211.7,6812305.840000008,0.6611284047621832
gumball magazine rack,5198.66,6817504.500000008,0.6616329302302736
recipe box blue sketchbook design,5195.030000000001,6822699.530000009,0.6621371034099955
set of 3 wooden heart decorations,5184.69,6827884.220000009,0.662640273101638
doormat merry christmas red,5176.25,6833060.470000009,0.6631426236985616
childrens apron apples design,5174.32,6838234.790000009,0.6636447869906503
red retrospot mug,5170.64,6843405.430000009,0.6641465931419136
set of 6 nativity magnets,5170.1,6848575.530000009,0.6646483468866429
set3 book box green gingham flower,5167.88,6853743.4100000085,0.6651498851822873
home sweet home metal sign,5161.88,6858905.290000008,0.665650841183108
large ceramic top storage jar,5147.66,6864052.950000009,0.6661504171451964
regency tea strainer,5143.6900000000005,6869196.640000009,0.6666496078222097
coffee mug pears  design,5136.84,6874333.480000009,0.6671481337126325
ceramic cake stand + hanging cakes,5127.24,6879460.720000009,0.6676457279313373
gingham heart decoration,5125.46,6884586.180000009,0.6681431494025777
foot stool home sweet home,5097.65,6889683.830000009,0.66863787193731
christmas toilet roll,5093.76,6894777.590000009,0.6691322169508981
airline bag vintage tokyo 78,5093.57,6899871.160000009,0.6696265435251502
bath building block word,5089.56,6904960.720000009,0.6701204809323617
biscuit tin vintage christmas,5088.45,6910049.170000009,0.6706143106150307
feltcraft girl amelie kit,5083.89,6915133.060000009,0.6711076977536338
set of 12 mini loaf baking cases,5078.429999999999,6920211.490000009,0.6716005550039472
pantry magnetic  shopping list,5068.4,6925279.890000009,0.6720924388514136
pack of six led tea lights,5048.72,6930328.610000009,0.6725824127718579
light garland butterfiles pink,5044.34,6935372.950000009,0.6730719616170809
vintage christmas tablecloth,5037.96,6940410.9100000085,0.673560891288808
coffee mug cat + bird design,5031.83,6945442.740000009,0.6740492260493235
i'm on holiday metal sign,5031.38,6950474.1200000085,0.6745375171377271
set 3 paper vintage chick paper egg,5023.5,6955497.6200000085,0.6750250434789289
feltcraft doll rosie,5022.1,6960519.720000008,0.6755124339513384
vinyl record frame silver,5010.69,6965530.4100000085,0.6759987170930916
childs breakfast set circus parade,5009.56,6970539.970000008,0.6764848905693194
wall art keep calm,5003.040000000001,6975543.010000008,0.6769704312851722
scandinavian paisley picnic bag,5001.98,6980544.990000009,0.6774558691289394
bread bin diner style mint,5001.83,6985546.820000009,0.6779412924153361
bubblegum ring assorted,4997.28,6990544.100000009,0.6784262741281579
landmark frame covent garden,4974.51,6995518.610000009,0.6789090460321237
pink vintage paisley picnic bag,4964.03,7000482.640000009,0.6793908008611306
christmas craft white fairy,4950.54,7005433.180000009,0.6798712464972753
traditional pick up sticks game,4944.37,7010377.550000009,0.6803510933402429
"assorted flower colour ""leis""",4934.87,7015312.420000009,0.6808300182164063
bird house hot water bottle,4914.69,7020227.11000001,0.681306984640979
strawberry   picnic bag,4901.8,7025128.910000009,0.681782700102172
poppy's playhouse kitchen,4897.63,7030026.540000009,0.6822580108684625
circus parade baby gift set,4896.549999999999,7034923.090000009,0.6827332168216846
roll wrap 50's christmas,4880.65,7039803.74000001,0.6832068796936238
set/10 blue polkadot party candles,4868.05,7044671.790000009,0.6836793197464331
playing cards keep calm & carry on,4864.3,7049536.090000009,0.6841513958649775
set/6 red spotty paper cups,4861.900000000001,7054397.99000001,0.6846232390655924
jumbo bag charlie and lola toys,4853.81,7059251.800000009,0.6850942971386866
filigris heart with butterfly,4851.88,7064103.680000009,0.6855651679069458
pottering mug,4834.51,7068938.190000009,0.6860343529316902
landmark frame oxford street,4830.53,7073768.720000009,0.6865031517008682
landmark frame notting hill,4818.07,7078586.790000009,0.6869707412377954
picture dominoes,4799.83,7083386.620000009,0.6874365605984585
edwardian parasol pink,4779.3,7088165.920000009,0.6879003875403328
set of 5 pancake day magnets,4771.76,7092937.680000009,0.6883634827317119
bull dog bottle opener,4764.5,7097702.180000009,0.6888258733463543
pink heart shape egg frying pan,4761.78,7102463.960000009,0.6892879999873432
red retrospot butter dish,4758.75,7107222.710000009,0.6897498325694462
5 hook hanger red magic toadstool,4753.29,7111976.000000009,0.6902111352632595
tradtional alphabet stamp set,4752.31,7116728.310000009,0.6906723428489182
pink polkadot bowl,4749.84,7121478.150000009,0.6911333107232078
blue vintage spot beaker,4747.62,7126225.770000009,0.6915940631484127
landmark frame london bridge,4741.37,7130967.140000009,0.6920542090165094
36 pencils tube red retrospot,4729.9800000000005,7135697.120000009,0.6925132494949324
spaceboy mini backpack,4726.59,7140423.710000009,0.6929719609767799
ceramic heart fairy cake money bank,4721.73,7145145.44000001,0.6934302007998202
ribbon reel stripes design,4716.33,7149861.77000001,0.693887916557519
treasure tin gymkhana design,4709.07,7154570.84000001,0.6943449277384812
abc treasure book box,4697.58,7159268.42000001,0.6948008238248558
washroom metal sign,4680.63,7163949.05000001,0.6952550749283533
set of 3 cake tins sketchbook,4678.71,7168627.76000001,0.695709139697507
poppy's playhouse bedroom,4678.59,7173306.35000001,0.6961631928207643
cabin bag vintage retrospot,4674.62,7177980.97000001,0.6966168606589467
wooden skittles garden set,4670.36,7182651.33000001,0.6970701150678041
traditional christmas ribbons,4660.2,7187311.5300000105,0.6975223834574267
pink party bags,4649.5,7191961.0300000105,0.6979736134212801
heart filigree dove large,4643.669999999999,7196604.70000001,0.6984242775886631
picnic boxes set of 3 retrospot,4625.860000000001,7201230.560000011,0.6988732133109109
purple drawerknob acrylic edwardian,4621.87,7205852.430000011,0.6993217618071008
camouflage led torch,4594.43,7210446.860000011,0.6997676472749634
pink vintage spot beaker,4572.41,7215019.270000011,0.7002113957208228
pack of 60 spaceboy cake cases,4566.54,7219585.810000011,0.7006545744882463
home sweet home blackboard,4561.76,7224147.570000011,0.7010972893607934
set of 3 hanging owls ollie beak,4557.97,7228705.54000001,0.7015396364171103
laundry 15c metal sign,4542.889999999999,7233248.43000001,0.7019805199724366
12 pencils small tube skull,4531.9800000000005,7237780.41000001,0.7024203447216751
set of 60 i love london cake cases,4527.2,7242307.610000011,0.7028597055760374
regency sugar tongs,4515.22,7246822.83000001,0.7032979037817348
parisienne curio cabinet,4514.58,7251337.41000001,0.7037360398759844
blue 3 piece polkadot cutlery set,4504.5,7255841.91000001,0.7041731977149301
cupcake lace paper set 6,4488.63,7260330.54000001,0.7046088153840668
skull shoulder bag,4480.28,7264810.820000011,0.7050436226929072
small ceramic top storage jar,4476.009999999999,7269286.83000001,0.7054780156019314
set of 36 teatime paper doilies,4474.07,7273760.900000011,0.7059122202356292
pharmacie first aid tin,4470.8099999999995,7278231.71000001,0.7063461084891393
christmas lights 10 santas,4469.04,7282700.75000001,0.7067798249656765
paper bunting vintage paisley,4460.38,7287161.13000001,0.7072127009966847
green vintage spot beaker,4444.2300000000005,7291605.360000011,0.7076440096841256
wall art only one person,4436.27,7296041.63000001,0.7080745458604335
black kitchen scales,4427.36,7300468.9900000105,0.7085042173289283
12 pencils small tube red retrospot,4387.820000000001,7304856.810000011,0.7089300514745344
roll wrap vintage christmas,4355.1,7309211.91000001,0.7093527101723681
round snack boxes set of 4 skulls,4336.7,7313548.610000011,0.7097735831660756
small chinese style scissor,4335.76,7317884.37000001,0.7101943649335941
box of 24 cocktail parasols,4329.48,7322213.850000011,0.7106145372325304
children's apron dolly girl,4328.530000000001,7326542.380000011,0.7110346173347863
red retrospot wrap,4322.42,7330864.800000011,0.7114541044668132
traditional wooden catch cup game,4322.16,7335186.960000011,0.7118735663660646
classic cafe sugar dispenser,4312.6,7339499.560000011,0.7122921004755632
recycled acapulco mat green,4286.55,7343786.110000011,0.7127081064550354
set of 6 herb tins sketchbook,4282.570000000001,7348068.680000011,0.7131237261789412
wicker star,4260.12,7352328.800000011,0.7135371671497147
pink floral feltcraft shoulder bag,4235.88,7356564.680000011,0.7139482556494001
charlotte bag dolly girl design,4231.95,7360796.630000011,0.714358962745976
large cake stand  hanging strawbery,4228.01,7365024.640000011,0.714769287468951
glass bon bon jar,4217.73,7369242.370000011,0.7151786145267945
antique glass pedestal bowl,4215.14,7373457.510000011,0.7155876902273725
glass apothecary bottle perfume,4208.96,7377666.470000011,0.7159961661642819
zinc t-light holder stars small,4197.83,7381864.300000011,0.7164035619442933
holiday fun ludo,4194.89,7386059.190000011,0.716810672399841
set of 4 english rose placemats,4193.12,7390252.310000011,0.7172176110784158
red retrospot childrens umbrella,4190.83,7394443.140000011,0.717624327514466
